101	9	0.0
101	19	0.0
102	21	0.0
102	26	0.0
103	28	0.0
103	57	0.0
104	66	0.0
104	71	0.0
105	72	0.0
105	78	0.0
106	80	0.0
106	89	0.0
107	90	0.0
107	94	0.0
108	98	0.0
108	101	0.0
109	102	0.0
109	103	0.0
110	104	0.0
110	105	0.0
111	106	0.0
111	107	0.0
112	108	0.0
112	109	0.0
113	110	0.0
113	111	0.0
114	112	0.0
114	113	0.0
115	93	0.012188208616780064
115	114	0.10685941043083898
116	55	0.041738382099827914
116	115	0.029690189328743496
117	13	0.006787166085946544
117	116	0.011069976771196319
118	38	0.016883450911228608
118	117	0.12002131099353328
119	6	0.0
119	10	0.0
120	35	0.0
120	79	0.0
121	119	0.01701770451770454
121	120	0.006791819291819268
122	118	0.045734771181199826
122	121	0.007836657390228749
123	3	0.013152999686716781
123	122	0.013632714598997514
124	83	0.011743551587301514
124	123	0.01206597222222229
125	91	0.03606494329150582
125	124	0.0011374376608751235
126	22	0.0
126	59	0.0
127	125	0.07046298879794968
127	126	0.04560843977347889
128	18	0.0
128	49	0.0
129	127	0.089756390837585
129	128	0.02147872821003402
130	24	0.0532491090299344
130	129	0.08160952192244655
131	41	0.23553159056591388
131	130	0.013619730118609952
132	56	0.0784911241782161
132	96	0.01674697105987913
133	32	0.01867552477904043
133	53	0.0765625704590548
134	16	0.03971452538347067
134	131	0.026511525583791218
135	37	0.02501714797247022
135	47	0.046411423456101206
136	133	0.016728292336900038
136	134	0.012254687573814243
137	132	0.04239576020365302
137	135	0.017128049320156498
138	12	0.06454613095238096
138	14	0.006882440476190466
139	29	0.10339721195281498
139	87	0.06326945471385167
140	40	0.022296206618240468
140	73	0.025322841000807148
141	136	0.023921008180514916
141	137	0.01511533389537794
142	2	0.036068564967105254
142	140	0.011550482651942362
143	69	0.046452632566698515
143	138	0.02497593886187291
144	39	0.0063311688311688385
144	99	0.017478354978354968
145	4	0.02715626469364875
145	139	0.03236754483016077
146	142	0.01362592040796264
146	143	0.013159793877751647
147	141	0.029896952730395377
147	146	0.006176277831360568
148	145	0.01517471790758949
148	147	0.006111111182347275
149	144	0.022019616989862337
149	148	0.003763831002371657
150	97	0.15062512322695537
150	149	0.09496145368896725
151	46	0.08741114726142282
151	150	0.009991788674914598
152	70	0.028514738382418723
152	76	0.042913833046152705
153	42	0.0
153	92	0.0
154	77	0.05600126760977286
154	153	0.015427303818798567
155	67	0.014964056221437667
155	88	0.03265499139760995
156	30	0.035647574981317695
156	62	0.011971472637729921
157	11	0.03846245287767616
157	34	0.009156594741371454
158	5	0.03205988991412829
158	8	0.039368681514443137
159	68	0.0449919201078869
159	152	0.026436651320684526
160	27	0.0887326367463239
160	95	0.054124506110818954
161	155	0.015297055543215938
161	160	0.0025600873139269113
162	23	0.01144406847665362
162	161	0.0034368839042987643
163	65	0.018799423540710777
163	84	0.005010100268813031
164	154	0.01836361787757095
164	157	0.0054459059319528595
165	158	0.01293051009084664
165	162	0.0049266327662962125
166	44	0.16133265199427305
166	164	0.005334014672393583
167	15	0.023847361405690506
167	100	0.02377168621335711
168	17	0.041472322197370626
168	166	0.015075296850248443
169	163	0.019708697379581506
169	165	0.018981778810894686
170	63	0.01574932843789287
170	64	0.03186971918115475
171	25	0.0
171	50	0.0
172	31	0.0683201582974227
172	171	0.003108413131148721
173	36	0.049752707883115185
173	85	0.09310443497402766
174	45	0.003184523809523802
174	81	0.020625000000000004
175	75	0.08288696455577063
175	159	0.024255892587086506
176	151	0.09283953448506863
176	175	0.0024969708598671925
177	33	0.013721160558395062
177	60	0.05770741087017636
178	82	0.010216519405512025
178	170	0.013593004404011783
179	1	0.07734546079522085
179	176	0.008970102951640177
180	167	0.03322115577850724
180	168	0.01886217755482609
181	52	0.06479910567954733
181	54	0.05424851336807171
182	156	0.042410900779798914
182	173	0.01711290874401062
183	7	0.0
183	48	0.0
184	74	0.0
184	183	0.0
185	172	0.018954625746019846
185	184	0.004854898063503962
186	58	0.02825780938833187
186	169	0.025313619183096693
187	174	0.019289979445082803
187	186	0.00042728245967910833
188	178	0.012729055727973131
188	187	0.0056861228434554375
189	20	0.0
189	43	0.0
190	51	0.023641273458167994
190	189	0.00016825035135581423
191	86	0.03320104451406569
191	177	0.014418003104981925
192	180	0.014736510458446676
192	191	0.0034926562082199814
193	179	0.012527845179041229
193	181	0.007187986214246066
194	192	0.005224617340025452
194	193	0.0050853655274425225
195	188	0.011294330204171789
195	194	0.0031688311359002463
196	182	0.013452732905982027
196	195	0.0029190154154858892
197	61	0.03521086027224858
197	196	0.004236601470481778
198	185	0.011982982002553488
198	190	0.01182654180697032
198	197	0.0005034254420371309
